Product,Quantity Ordered,Price Each,Order Date,Purchase Address
Wired Headphones,1,11.99,4/14/2019 21:14, Seattle
Lightning Charging Cable,1,14.95,4/11/2019 20:33, Portland
AA Batteries (4-pack),1,3.84,4/6/2019 17:58, Atlanta
Macbook Pro Laptop,1,1700,4/18/2019 9:56, San Francisco
Wired Headphones,1,11.99,4/29/2019 22:11, New York City
AA Batteries (4-pack),1,3.84,4/20/2019 14:48, Austin
Bose SoundSport Headphones,1,99.99,4/21/2019 9:42, Portland
Bose SoundSport Headphones,1,99.99,4/16/2019 8:09, New York City
Apple Airpods Headphones,1,150,4/9/2019 16:51, Boston
Lightning Charging Cable,1,14.95,4/18/2019 15:54, San Francisco
Lightning Charging Cable,2,14.95,4/10/2019 8:44, San Francisco
AAA Batteries (4-pack),1,2.99,4/15/2019 9:41, New York City
AAA Batteries (4-pack),2,2.99,4/20/2019 2:36, New York City
Wired Headphones,1,11.99,4/4/2019 22:33, San Francisco
Lightning Charging Cable,1,14.95,4/9/2019 19:30, Boston
AAA Batteries (4-pack),1,2.99,4/7/2019 11:00, San Francisco
USB-C Charging Cable,1,11.95,4/13/2019 22:18, Austin
Apple Airpods Headphones,1,150,4/8/2019 10:50, Los Angeles
Google Phone,1,600,4/15/2019 17:56, Los Angeles
Lightning Charging Cable,1,14.95,4/8/2019 20:00, San Francisco
34in Ultrawide Monitor,1,379.99,4/6/2019 16:19, Seattle
Wired Headphones,1,11.99,4/21/2019 20:17, Boston
27in FHD Monitor,1,149.99,4/1/2019 9:52, Los Angeles
AAA Batteries (4-pack),1,2.99,4/5/2019 19:58, Austin
Wired Headphones,1,11.99,4/26/2019 17:10, Austin
LG Washing Machine,1,600,4/12/2019 23:10, Austin
iPhone,1,700,4/23/2019 14:26, San Francisco
Apple Airpods Headphones,1,150,4/27/2019 12:27, Los Angeles
34in Ultrawide Monitor,1,379.99,4/12/2019 20:00, San Francisco
USB-C Charging Cable,1,11.95,4/17/2019 13:48, Los Angeles
27in FHD Monitor,1,149.99,4/3/2019 9:42, San Francisco
Bose SoundSport Headphones,1,99.99,4/15/2019 12:06, San Francisco
Wired Headphones,2,11.99,4/8/2019 7:25, Seattle
Lightning Charging Cable,1,14.95,4/18/2019 1:20, Los Angeles
Bose SoundSport Headphones,1,99.99,4/20/2019 23:37, New York City
USB-C Charging Cable,2,11.95,4/24/2019 0:01, New York City
AA Batteries (4-pack),1,3.84,4/16/2019 11:19, Austin
AA Batteries (4-pack),2,3.84,4/28/2019 10:10, Atlanta
Bose SoundSport Headphones,1,99.99,4/7/2019 14:46, Austin
AAA Batteries (4-pack),1,2.99,4/24/2019 12:00, Los Angeles
USB-C Charging Cable,1,11.95,4/6/2019 19:07, Atlanta
AAA Batteries (4-pack),1,2.99,4/20/2019 21:15, Austin
USB-C Charging Cable,1,11.95,4/19/2019 9:10, Los Angeles
USB-C Charging Cable,1,11.95,4/17/2019 11:40, New York City
AA Batteries (4-pack),1,3.84,4/21/2019 21:05, Seattle
Lightning Charging Cable,1,14.95,4/15/2019 8:21, Dallas
LG Dryer,1,600,4/1/2019 17:34, New York City
AAA Batteries (4-pack),1,2.99,4/21/2019 20:04, Dallas
Wired Headphones,1,11.99,4/28/2019 8:14, Atlanta
iPhone,1,700,4/14/2019 13:12, Los Angeles
Apple Airpods Headphones,1,150,4/8/2019 18:22, Boston
Vareebadd Phone,1,400,4/10/2019 13:43, San Francisco
34in Ultrawide Monitor,1,379.99,4/10/2019 13:43, San Francisco
AA Batteries (4-pack),3,3.84,4/18/2019 10:42, New York City
AA Batteries (4-pack),1,3.84,4/9/2019 18:34, San Francisco
Google Phone,1,600,4/21/2019 18:57, New York City
Wired Headphones,1,11.99,4/21/2019 18:57, New York City
iPhone,1,700,4/5/2019 20:11, Los Angeles
Bose SoundSport Headphones,1,99.99,4/17/2019 7:54, Los Angeles
USB-C Charging Cable,1,11.95,4/17/2019 13:40, Boston
27in 4K Gaming Monitor,1,389.99,4/7/2019 1:20, Dallas
AA Batteries (4-pack),1,3.84,4/10/2019 9:49, Dallas
Flatscreen TV,1,300,4/12/2019 17:23, Boston
AAA Batteries (4-pack),1,2.99,4/9/2019 20:09, Portland
Wired Headphones,1,11.99,4/25/2019 17:17, Dallas
Google Phone,1,600,4/2/2019 17:42, Portland
Bose SoundSport Headphones,1,99.99,4/24/2019 22:09, Atlanta
LG Dryer,1,600,4/18/2019 12:49, Boston
Google Phone,1,600,4/30/2019 13:50, Atlanta
AAA Batteries (4-pack),3,2.99,4/21/2019 8:51, New York City
Lightning Charging Cable,2,14.95,4/27/2019 1:56, Boston
USB-C Charging Cable,1,11.95,4/10/2019 21:53, Seattle
Wired Headphones,1,11.99,4/17/2019 21:36, Boston
Lightning Charging Cable,2,14.95,4/21/2019 18:46, San Francisco
AAA Batteries (4-pack),1,2.99,4/27/2019 19:53, Portland
AA Batteries (4-pack),1,3.84,4/14/2019 18:57, Atlanta
34in Ultrawide Monitor,1,379.99,4/19/2019 19:53, Los Angeles
AA Batteries (4-pack),2,3.84,4/23/2019 13:35, San Francisco
Product,Quantity Ordered,Price Each,Order Date,
Lightning Charging Cable,1,14.95,4/22/2019 14:37, Boston
Bose SoundSport Headphones,1,99.99,4/26/2019 20:19, New York City
Flatscreen TV,1,300,4/7/2019 9:55, Boston
AAA Batteries (4-pack),1,2.99,4/26/2019 0:56, New York City
Wired Headphones,1,11.99,4/30/2019 21:31, New York City
iPhone,1,700,4/19/2019 6:52, Los Angeles
AAA Batteries (4-pack),1,2.99,4/6/2019 22:14, Portland
AA Batteries (4-pack),1,3.84,4/12/2019 18:52, San Francisco
27in FHD Monitor,1,149.99,4/13/2019 21:19, Los Angeles
Bose SoundSport Headphones,1,99.99,4/21/2019 13:44, Austin
Google Phone,1,600,4/2/2019 19:39, San Francisco
USB-C Charging Cable,1,11.95,4/2/2019 19:39, San Francisco
AAA Batteries (4-pack),2,2.99,4/4/2019 14:39, Seattle
AAA Batteries (4-pack),3,2.99,4/6/2019 8:48, San Francisco
Flatscreen TV,1,300,4/23/2019 17:37, Los Angeles
USB-C Charging Cable,1,11.95,4/27/2019 10:54, Portland
Lightning Charging Cable,1,14.95,4/5/2019 10:38, Atlanta
AAA Batteries (4-pack),5,2.99,4/26/2019 7:26, Boston
Wired Headphones,1,11.99,4/9/2019 2:35, Los Angeles
Lightning Charging Cable,1,14.95,4/7/2019 19:40, Boston
Vareebadd Phone,1,400,4/3/2019 9:23, Seattle
AAA Batteries (4-pack),2,2.99,4/1/2019 14:36, New York City
Wired Headphones,1,11.99,4/6/2019 12:17, San Francisco
Bose SoundSport Headphones,1,99.99,4/5/2019 18:59, Dallas
AAA Batteries (4-pack),1,2.99,4/13/2019 13:55, New York City
Apple Airpods Headphones,1,150,4/25/2019 16:20, Los Angeles
AA Batteries (4-pack),1,3.84,4/23/2019 12:37, Dallas
USB-C Charging Cable,1,11.95,4/4/2019 11:28, Los Angeles
AAA Batteries (4-pack),1,2.99,4/21/2019 19:38, San Francisco
AAA Batteries (4-pack),1,2.99,4/29/2019 12:52, San Francisco
AAA Batteries (4-pack),1,2.99,4/13/2019 9:59, Austin
AA Batteries (4-pack),1,3.84,4/20/2019 13:58, Austin
Vareebadd Phone,1,400,4/16/2019 18:04, Boston
USB-C Charging Cable,1,11.95,4/16/2019 18:04, Boston
Bose SoundSport Headphones,1,99.99,4/17/2019 7:41, Seattle
Apple Airpods Headphones,1,150,4/23/2019 20:06, Portland
USB-C Charging Cable,1,11.95,4/6/2019 18:28, San Francisco
iPhone,1,700,4/8/2019 16:48, Boston
Lightning Charging Cable,1,14.95,4/12/2019 19:14, San Francisco
Lightning Charging Cable,1,14.95,4/29/2019 13:49, Dallas
Macbook Pro Laptop,1,1700,4/21/2019 11:37, New York City
Apple Airpods Headphones,1,150,4/12/2019 9:58, San Francisco
Bose SoundSport Headphones,1,99.99,4/22/2019 5:44, Atlanta
Lightning Charging Cable,1,14.95,4/24/2019 7:48, New York City
27in FHD Monitor,1,149.99,4/23/2019 18:39, Boston
AAA Batteries (4-pack),1,2.99,4/26/2019 18:26, Atlanta
27in 4K Gaming Monitor,1,389.99,4/8/2019 21:51, New York City
Apple Airpods Headphones,1,150,4/8/2019 19:23, New York City
AAA Batteries (4-pack),1,2.99,4/3/2019 16:40, Los Angeles
iPhone,1,700,4/17/2019 14:21, San Francisco
27in FHD Monitor,1,149.99,4/27/2019 9:49, San Francisco
Lightning Charging Cable,1,14.95,4/4/2019 2:40, Los Angeles
34in Ultrawide Monitor,1,379.99,4/19/2019 10:54, Seattle
34in Ultrawide Monitor,1,379.99,4/20/2019 9:21, Los Angeles
Wired Headphones,1,11.99,4/26/2019 10:45, Los Angeles
AAA Batteries (4-pack),1,2.99,4/24/2019 10:53, Los Angeles
Wired Headphones,2,11.99,4/4/2019 19:27, New York City
Wired Headphones,1,11.99,4/2/2019 9:43, Los Angeles
Bose SoundSport Headphones,1,99.99,4/2/2019 14:07, Seattle
Flatscreen TV,1,300,4/9/2019 21:47, New York City
Bose SoundSport Headphones,1,99.99,4/5/2019 14:12, Dallas
AA Batteries (4-pack),1,3.84,4/22/2019 15:58, Austin
34in Ultrawide Monitor,1,379.99,4/20/2019 13:12, New York City
Lightning Charging Cable,1,14.95,4/5/2019 18:55, Boston
20in Monitor,1,109.99,4/23/2019 20:13, Dallas
Apple Airpods Headphones,1,150,4/10/2019 10:57, New York City
20in Monitor,1,109.99,4/7/2019 12:38, Portland
Lightning Charging Cable,1,14.95,4/9/2019 12:10, Los Angeles
AA Batteries (4-pack),1,3.84,4/26/2019 8:05, Boston
27in FHD Monitor,1,149.99,4/26/2019 8:05, Boston
Bose SoundSport Headphones,1,99.99,4/5/2019 21:09, New York City
20in Monitor,1,109.99,4/9/2019 12:52, Los Angeles
Apple Airpods Headphones,1,150,4/3/2019 11:57, Los Angeles
34in Ultrawide Monitor,1,379.99,4/10/2019 20:20, San Francisco
27in 4K Gaming Monitor,1,389.99,4/5/2019 11:59, Boston
iPhone,1,700,4/20/2019 18:33, Seattle
Lightning Charging Cable,1,14.95,4/20/2019 18:33, Seattle
Wired Headphones,1,11.99,4/26/2019 22:21, Dallas
Lightning Charging Cable,1,14.95,4/24/2019 10:10, Boston
34in Ultrawide Monitor,1,379.99,4/3/2019 11:12, Los Angeles
Lightning Charging Cable,1,14.95,4/15/2019 21:15, Seattle
Macbook Pro Laptop,1,1700,4/14/2019 21:44, Seattle
USB-C Charging Cable,1,11.95,4/13/2019 14:58, Boston
AAA Batteries (4-pack),2,2.99,4/5/2019 21:38, San Francisco
ThinkPad Laptop,1,999.99,4/2/2019 18:11, Portland
Lightning Charging Cable,1,14.95,4/30/2019 13:38, San Francisco
Wired Headphones,1,11.99,4/4/2019 14:34, San Francisco
AAA Batteries (4-pack),2,2.99,4/4/2019 19:28, San Francisco
USB-C Charging Cable,2,11.95,4/15/2019 15:11, Seattle
27in FHD Monitor,1,149.99,4/18/2019 6:48, New York City
Lightning Charging Cable,1,14.95,4/4/2019 17:35, San Francisco
AA Batteries (4-pack),1,3.84,4/8/2019 19:57, Austin
Lightning Charging Cable,1,14.95,4/21/2019 13:46, Atlanta
AA Batteries (4-pack),1,3.84,4/6/2019 7:41, Dallas
Apple Airpods Headphones,1,150,4/14/2019 4:51, Atlanta
AA Batteries (4-pack),1,3.84,4/27/2019 9:42, Los Angeles
,,,,
iPhone,1,700,4/11/2019 19:58, Seattle
AAA Batteries (4-pack),1,2.99,4/8/2019 6:55, Boston
USB-C Charging Cable,2,11.95,4/2/2019 18:34, San Francisco
USB-C Charging Cable,1,11.95,4/11/2019 23:21, Seattle
Wired Headphones,1,11.99,4/10/2019 7:18, New York City
34in Ultrawide Monitor,1,379.99,4/18/2019 9:40, Dallas
Lightning Charging Cable,1,14.95,4/18/2019 23:21, San Francisco
27in FHD Monitor,1,149.99,4/11/2019 18:25, Austin
USB-C Charging Cable,1,11.95,4/13/2019 20:12, New York City
AA Batteries (4-pack),1,3.84,4/27/2019 11:08, Austin
Wired Headphones,1,11.99,4/8/2019 17:11, New York City
USB-C Charging Cable,1,11.95,4/6/2019 10:33, New York City
Vareebadd Phone,1,400,4/24/2019 11:32, San Francisco
Bose SoundSport Headphones,1,99.99,4/24/2019 11:32, San Francisco
Lightning Charging Cable,1,14.95,4/23/2019 19:29, Los Angeles
Lightning Charging Cable,1,14.95,4/7/2019 13:33, Boston
Apple Airpods Headphones,1,150,4/29/2019 21:37, Austin
ThinkPad Laptop,1,999.99,4/24/2019 18:58, Seattle
AA Batteries (4-pack),1,3.84,4/24/2019 16:46, Los Angeles
34in Ultrawide Monitor,1,379.99,4/6/2019 10:09, San Francisco
USB-C Charging Cable,1,11.95,4/20/2019 19:43, San Francisco
Apple Airpods Headphones,1,150,4/10/2019 17:52, Los Angeles
AAA Batteries (4-pack),2,2.99,4/2/2019 16:27, Portland
AA Batteries (4-pack),2,3.84,4/26/2019 19:35, Dallas
Bose SoundSport Headphones,1,99.99,4/9/2019 12:23, Dallas
USB-C Charging Cable,1,11.95,4/2/2019 7:35, New York City
ThinkPad Laptop,1,999.99,4/6/2019 15:54, Los Angeles
20in Monitor,1,109.99,4/5/2019 11:02, New York City
USB-C Charging Cable,1,11.95,4/5/2019 11:02, New York City
Google Phone,1,600,4/4/2019 0:49, Atlanta
USB-C Charging Cable,1,11.95,4/4/2019 0:49, Atlanta
Wired Headphones,1,11.99,4/4/2019 0:49, Atlanta
Lightning Charging Cable,2,14.95,4/29/2019 21:04, New York City
iPhone,1,700,4/4/2019 13:32, San Francisco
AAA Batteries (4-pack),1,2.99,4/28/2019 21:00, San Francisco
AAA Batteries (4-pack),3,2.99,4/17/2019 23:47, San Francisco
Bose SoundSport Headphones,1,99.99,4/12/2019 12:59, Austin
USB-C Charging Cable,1,11.95,4/7/2019 18:17, San Francisco
Google Phone,1,600,4/2/2019 22:35, Los Angeles
20in Monitor,1,109.99,4/26/2019 12:12, New York City
AA Batteries (4-pack),2,3.84,4/22/2019 13:32, Atlanta
Bose SoundSport Headphones,1,99.99,4/13/2019 22:50, San Francisco
Product,Quantity Ordered,Price Each,Order Date,
Bose SoundSport Headphones,1,99.99,4/7/2019 17:34, New York City
Wired Headphones,1,11.99,4/6/2019 0:55, San Francisco
34in Ultrawide Monitor,1,379.99,4/12/2019 6:36, Austin
AAA Batteries (4-pack),2,2.99,4/26/2019 18:59, Austin
27in FHD Monitor,1,149.99,4/21/2019 14:02, Boston
Vareebadd Phone,1,400,4/1/2019 15:22, Boston
Lightning Charging Cable,1,14.95,4/9/2019 21:08, Los Angeles
Bose SoundSport Headphones,1,99.99,4/16/2019 14:05, San Francisco
Bose SoundSport Headphones,1,99.99,4/16/2019 22:48, San Francisco
Lightning Charging Cable,1,14.95,4/16/2019 20:27, San Francisco
Wired Headphones,1,11.99,4/14/2019 16:23, New York City
Lightning Charging Cable,1,14.95,4/13/2019 11:20, Austin
Wired Headphones,1,11.99,4/29/2019 23:16, Los Angeles
Flatscreen TV,1,300,4/25/2019 18:59, Los Angeles
Lightning Charging Cable,1,14.95,4/19/2019 8:57, New York City
USB-C Charging Cable,1,11.95,4/24/2019 16:32, Boston
Bose SoundSport Headphones,1,99.99,4/10/2019 17:48, Boston
Apple Airpods Headphones,1,150,4/14/2019 13:13, Los Angeles
27in FHD Monitor,1,149.99,4/29/2019 23:35, San Francisco
Lightning Charging Cable,1,14.95,4/3/2019 21:27, Austin
iPhone,1,700,4/16/2019 15:27, New York City
Lightning Charging Cable,1,14.95,4/16/2019 15:27, New York City
Lightning Charging Cable,1,14.95,4/21/2019 12:09, San Francisco
Wired Headphones,1,11.99,4/28/2019 0:52, San Francisco
Google Phone,1,600,4/10/2019 21:08, San Francisco
AA Batteries (4-pack),1,3.84,4/17/2019 21:27, Seattle
AAA Batteries (4-pack),1,2.99,4/11/2019 15:59, San Francisco
AA Batteries (4-pack),1,3.84,4/13/2019 20:37, San Francisco
ThinkPad Laptop,1,999.99,4/7/2019 15:15, Los Angeles
34in Ultrawide Monitor,1,379.99,4/16/2019 7:10, San Francisco
Apple Airpods Headphones,1,150,4/8/2019 13:04, Los Angeles
27in 4K Gaming Monitor,1,389.99,4/1/2019 20:12, San Francisco
ThinkPad Laptop,1,999.99,4/24/2019 16:11, San Francisco
34in Ultrawide Monitor,1,379.99,4/9/2019 23:07, San Francisco
Lightning Charging Cable,1,14.95,4/8/2019 12:52, Los Angeles
Macbook Pro Laptop,1,1700,4/28/2019 1:52, San Francisco
34in Ultrawide Monitor,1,379.99,4/19/2019 8:09, Austin
Apple Airpods Headphones,1,150,4/17/2019 22:34, Portland
ThinkPad Laptop,1,999.99,4/1/2019 17:22, San Francisco
Bose SoundSport Headphones,1,99.99,4/20/2019 19:58, Atlanta
AA Batteries (4-pack),1,3.84,4/17/2019 20:49, Atlanta
AA Batteries (4-pack),1,3.84,4/11/2019 19:37, San Francisco
Wired Headphones,1,11.99,4/7/2019 22:18, Los Angeles
Lightning Charging Cable,1,14.95,4/15/2019 17:44, Seattle
AAA Batteries (4-pack),2,2.99,4/21/2019 23:15, Austin
AA Batteries (4-pack),1,3.84,4/11/2019 19:34, Seattle
Lightning Charging Cable,1,14.95,4/29/2019 22:53, Seattle
Apple Airpods Headphones,1,150,4/3/2019 16:42, Dallas
iPhone,1,700,4/2/2019 17:46, Boston
Bose SoundSport Headphones,1,99.99,4/26/2019 21:10, New York City
Wired Headphones,1,11.99,4/27/2019 15:04, Portland
Bose SoundSport Headphones,1,99.99,4/17/2019 16:36, Austin
Lightning Charging Cable,1,14.95,4/13/2019 21:38, Austin
Flatscreen TV,1,300,4/26/2019 22:00, Seattle
Bose SoundSport Headphones,1,99.99,4/25/2019 15:19, San Francisco
Wired Headphones,1,11.99,4/25/2019 15:19, San Francisco
AAA Batteries (4-pack),1,2.99,4/8/2019 14:50, Boston
Google Phone,1,600,4/23/2019 22:07, Boston
Lightning Charging Cable,1,14.95,4/17/2019 13:43, New York City
AA Batteries (4-pack),1,3.84,4/22/2019 7:22, San Francisco
Apple Airpods Headphones,1,150,4/27/2019 3:08, San Francisco
AA Batteries (4-pack),1,3.84,4/27/2019 14:46, San Francisco
AAA Batteries (4-pack),1,2.99,4/20/2019 20:00, San Francisco
iPhone,1,700,4/26/2019 12:02, Seattle
AAA Batteries (4-pack),2,2.99,4/23/2019 11:57, New York City
iPhone,1,700,4/25/2019 18:32, Dallas
Lightning Charging Cable,1,14.95,4/25/2019 18:32, Dallas
Wired Headphones,1,11.99,4/15/2019 23:06, Boston
AAA Batteries (4-pack),1,2.99,4/21/2019 14:44, Portland
Wired Headphones,1,11.99,4/11/2019 14:36, Atlanta
AA Batteries (4-pack),1,3.84,4/1/2019 12:47, Seattle
Bose SoundSport Headphones,1,99.99,4/30/2019 10:07, New York City
20in Monitor,1,109.99,4/19/2019 19:33, New York City
Apple Airpods Headphones,1,150,4/19/2019 8:56, Seattle
iPhone,1,700,4/18/2019 0:30, San Francisco
Lightning Charging Cable,1,14.95,4/18/2019 0:30, San Francisco
Apple Airpods Headphones,1,150,4/20/2019 13:58, Portland
Lightning Charging Cable,1,14.95,4/24/2019 22:21, Boston
27in FHD Monitor,1,149.99,4/28/2019 10:59, San Francisco
AAA Batteries (4-pack),1,2.99,4/27/2019 19:35, Atlanta
Lightning Charging Cable,1,14.95,4/1/2019 9:25, Dallas
USB-C Charging Cable,2,11.95,4/1/2019 19:57, Los Angeles
AA Batteries (4-pack),3,3.84,4/3/2019 11:30, New York City
USB-C Charging Cable,1,11.95,4/25/2019 15:21, Dallas
USB-C Charging Cable,1,11.95,4/5/2019 8:28, San Francisco
Bose SoundSport Headphones,1,99.99,4/5/2019 19:33, San Francisco
Lightning Charging Cable,1,14.95,4/14/2019 20:53, Atlanta
34in Ultrawide Monitor,1,379.99,4/8/2019 17:09, San Francisco
Bose SoundSport Headphones,1,99.99,4/9/2019 12:24, New York City
ThinkPad Laptop,1,999.99,4/21/2019 12:10, Atlanta
AA Batteries (4-pack),1,3.84,4/4/2019 20:21, New York City
AAA Batteries (4-pack),2,2.99,4/3/2019 14:58, Boston
USB-C Charging Cable,1,11.95,4/7/2019 20:52, Los Angeles
Wired Headphones,1,11.99,4/3/2019 14:01, Boston
Wired Headphones,1,11.99,4/14/2019 19:03, San Francisco
Wired Headphones,1,11.99,4/25/2019 13:46, Boston
Wired Headphones,1,11.99,4/3/2019 19:59, San Francisco
Wired Headphones,1,11.99,4/11/2019 14:44, Atlanta
AA Batteries (4-pack),1,3.84,4/13/2019 23:44, New York City
LG Dryer,1,600,4/24/2019 13:14, Los Angeles
Wired Headphones,1,11.99,4/6/2019 11:42, Austin
Bose SoundSport Headphones,1,99.99,4/17/2019 10:42, Boston
iPhone,1,700,4/29/2019 4:11, San Francisco
AA Batteries (4-pack),1,3.84,4/10/2019 17:46, Los Angeles
Bose SoundSport Headphones,1,99.99,4/15/2019 15:22, Los Angeles
Lightning Charging Cable,2,14.95,4/9/2019 11:16, Portland
AAA Batteries (4-pack),1,2.99,4/29/2019 15:58, San Francisco
USB-C Charging Cable,1,11.95,4/2/2019 12:03, Los Angeles
Lightning Charging Cable,1,14.95,4/6/2019 18:40, New York City
Flatscreen TV,1,300,4/21/2019 16:37, Los Angeles
Bose SoundSport Headphones,1,99.99,4/10/2019 23:31, San Francisco
Apple Airpods Headphones,1,150,4/9/2019 11:04, New York City
Apple Airpods Headphones,1,150,4/4/2019 15:54, San Francisco
LG Washing Machine,1,600,4/22/2019 9:12, San Francisco
AA Batteries (4-pack),1,3.84,4/4/2019 13:33, Seattle
AAA Batteries (4-pack),2,2.99,4/13/2019 23:52, Los Angeles
AAA Batteries (4-pack),1,2.99,4/4/2019 19:01, San Francisco
Macbook Pro Laptop,1,1700,4/15/2019 22:11, Los Angeles
AA Batteries (4-pack),1,3.84,4/18/2019 14:27, San Francisco
Wired Headphones,1,11.99,4/29/2019 13:22, Los Angeles
Wired Headphones,1,11.99,4/15/2019 23:03, Los Angeles
iPhone,1,700,4/16/2019 4:49, Los Angeles
USB-C Charging Cable,1,11.95,4/1/2019 11:28, Los Angeles
AAA Batteries (4-pack),2,2.99,4/26/2019 21:18, Los Angeles
Bose SoundSport Headphones,1,99.99,4/26/2019 16:25, Austin
iPhone,1,700,4/16/2019 23:28, Atlanta
Wired Headphones,1,11.99,4/11/2019 15:00, Boston
Wired Headphones,1,11.99,4/7/2019 13:46, Austin
AA Batteries (4-pack),1,3.84,4/12/2019 15:35, New York City
20in Monitor,1,109.99,4/1/2019 19:28, Los Angeles
USB-C Charging Cable,1,11.95,4/17/2019 16:50, San Francisco
USB-C Charging Cable,1,11.95,4/1/2019 23:20, Seattle
27in FHD Monitor,1,149.99,4/28/2019 16:18, Boston
AA Batteries (4-pack),1,3.84,4/19/2019 14:42, Boston
Google Phone,1,600,4/4/2019 9:09, Los Angeles
Google Phone,1,600,4/2/2019 9:07, San Francisco
34in Ultrawide Monitor,1,379.99,4/2/2019 14:43, Dallas
Lightning Charging Cable,1,14.95,4/5/2019 22:27, Los Angeles
AAA Batteries (4-pack),3,2.99,4/27/2019 18:12, Seattle
AAA Batteries (4-pack),2,2.99,4/20/2019 11:42, San Francisco
Wired Headphones,1,11.99,4/15/2019 20:14, Portland
AAA Batteries (4-pack),1,2.99,4/18/2019 11:55, Los Angeles
AA Batteries (4-pack),1,3.84,4/1/2019 9:58, Los Angeles
USB-C Charging Cable,1,11.95,4/13/2019 10:43, Dallas
Apple Airpods Headphones,1,150,4/22/2019 15:39, Dallas
Google Phone,1,600,4/5/2019 10:31, San Francisco
Bose SoundSport Headphones,1,99.99,4/15/2019 17:35, Atlanta
Lightning Charging Cable,1,14.95,4/1/2019 9:59, San Francisco
20in Monitor,1,109.99,4/9/2019 18:39, Los Angeles
Flatscreen TV,1,300,4/17/2019 16:18, Portland
Lightning Charging Cable,1,14.95,4/2/2019 21:08, San Francisco
27in FHD Monitor,1,149.99,4/5/2019 11:41, Boston
Apple Airpods Headphones,1,150,4/13/2019 17:09, Atlanta
20in Monitor,1,109.99,4/19/2019 10:05, Seattle
27in 4K Gaming Monitor,1,389.99,4/3/2019 14:42, New York City
AAA Batteries (4-pack),3,2.99,4/30/2019 5:46, San Francisco
34in Ultrawide Monitor,1,379.99,4/25/2019 17:50, San Francisco
Vareebadd Phone,1,400,4/3/2019 14:36, Seattle
AAA Batteries (4-pack),1,2.99,4/10/2019 18:37, San Francisco
Bose SoundSport Headphones,1,99.99,4/10/2019 17:07, Dallas
Lightning Charging Cable,1,14.95,4/9/2019 7:11, Boston
Google Phone,1,600,4/15/2019 13:50, Atlanta
Lightning Charging Cable,2,14.95,4/3/2019 11:06, Austin
AAA Batteries (4-pack),2,2.99,4/26/2019 14:03, Los Angeles
AAA Batteries (4-pack),1,2.99,4/22/2019 17:13, San Francisco
AAA Batteries (4-pack),1,2.99,4/5/2019 21:28, Los Angeles
Lightning Charging Cable,1,14.95,4/28/2019 19:46, San Francisco
Apple Airpods Headphones,1,150,4/20/2019 10:39, Los Angeles
Lightning Charging Cable,1,14.95,4/8/2019 11:51, Austin
AA Batteries (4-pack),1,3.84,4/11/2019 20:11, Austin
AAA Batteries (4-pack),1,2.99,4/17/2019 14:19, New York City
,,,,
Wired Headphones,1,11.99,4/4/2019 14:39, Seattle
Apple Airpods Headphones,1,150,4/4/2019 14:39, Seattle
AAA Batteries (4-pack),1,2.99,4/24/2019 0:11, San Francisco
Macbook Pro Laptop,1,1700,4/7/2019 19:06, Los Angeles
Flatscreen TV,1,300,4/12/2019 8:07, Boston
Apple Airpods Headphones,1,150,4/13/2019 8:51, Atlanta
Google Phone,1,600,4/12/2019 21:32, Los Angeles
Lightning Charging Cable,1,14.95,4/9/2019 7:03, New York City
AA Batteries (4-pack),1,3.84,4/21/2019 9:27, Boston
AA Batteries (4-pack),1,3.84,4/25/2019 16:46, New York City
Wired Headphones,1,11.99,4/21/2019 16:00, New York City
Apple Airpods Headphones,1,150,4/7/2019 21:11, San Francisco
AA Batteries (4-pack),2,3.84,4/8/2019 22:51, Los Angeles
AA Batteries (4-pack),1,3.84,4/10/2019 11:51, Portland
AA Batteries (4-pack),2,3.84,4/14/2019 13:40, New York City
Wired Headphones,1,11.99,4/1/2019 23:07, San Francisco
Lightning Charging Cable,1,14.95,4/13/2019 10:45, San Francisco
USB-C Charging Cable,1,11.95,4/10/2019 14:28, San Francisco
Wired Headphones,1,11.99,4/8/2019 14:46, New York City
Apple Airpods Headphones,1,150,4/23/2019 22:12, Los Angeles
Vareebadd Phone,1,400,4/3/2019 14:04, San Francisco
AA Batteries (4-pack),2,3.84,4/3/2019 14:04, San Francisco
AA Batteries (4-pack),1,3.84,4/19/2019 18:59, Portland
Macbook Pro Laptop,1,1700,4/18/2019 1:16, Los Angeles
Wired Headphones,1,11.99,4/27/2019 15:18, Austin
USB-C Charging Cable,1,11.95,4/15/2019 15:24, San Francisco
Wired Headphones,1,11.99,4/3/2019 14:03, San Francisco
USB-C Charging Cable,1,11.95,4/20/2019 13:02, San Francisco
Lightning Charging Cable,1,14.95,4/1/2019 14:29, Los Angeles
AA Batteries (4-pack),2,3.84,4/21/2019 18:43, New York City
LG Washing Machine,1,600,4/24/2019 13:22, Seattle
Bose SoundSport Headphones,1,99.99,4/20/2019 16:11, Dallas
Bose SoundSport Headphones,1,99.99,4/17/2019 10:58, Atlanta
Lightning Charging Cable,1,14.95,4/19/2019 6:50, Seattle
AA Batteries (4-pack),3,3.84,4/6/2019 22:32, Los Angeles
AAA Batteries (4-pack),1,2.99,4/7/2019 17:12, Austin
USB-C Charging Cable,1,11.95,4/3/2019 9:33, Dallas
Google Phone,1,600,4/28/2019 21:27, Portland
27in FHD Monitor,1,149.99,4/28/2019 19:29, Los Angeles
